date,facility_id,facility_name,facility_type,location,drug_id,drug_name,category,current_stock,min_stock,daily_usage,lead_time_days,expected_usage,stock_after_lead_time,shortage_flag,month,season
1/2/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,69,70,15,4,62,7,FALSE,1,Winter
5/12/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,252,21,19,4,82,177,FALSE,5,Spring
2/4/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,250,63,18,9,166,85,FALSE,2,Winter
4/23/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,264,47,19,8,153,117,FALSE,4,Spring
5/1/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,242,35,9,14,127,116,FALSE,5,Spring
5/13/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,256,60,10,5,43,210,FALSE,5,Spring
3/14/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,131,35,12,6,71,53,FALSE,3,Spring
2/5/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,87,34,14,12,170,0,FALSE,2,Winter
2/24/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,34,46,15,6,86,0,FALSE,2,Winter
4/16/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,46,34,15,7,106,0,FALSE,4,Spring
1/6/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,198,50,2,6,12,203,FALSE,1,Winter
4/17/2024,3,giza health center,clinic,giza,104,insulin,diabetes,283,68,19,13,251,41,FALSE,4,Spring
5/4/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,119,37,15,8,122,0,FALSE,5,Spring
3/27/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,215,67,7,14,100,112,FALSE,3,Spring
6/8/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,285,20,14,10,138,149,FALSE,6,Summer
1/7/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,55,60,15,3,48,12,FALSE,1,Winter
1/13/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,139,44,12,4,57,92,FALSE,1,Winter
3/27/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,208,36,15,5,73,124,FALSE,3,Spring
1/5/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,290,23,13,4,56,237,FALSE,1,Winter
6/15/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,26,69,2,4,8,30,FALSE,6,Summer
6/8/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,90,33,6,8,46,34,FALSE,6,Summer
5/24/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,130,50,11,13,124,0,FALSE,5,Spring
6/4/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,68,70,7,5,34,32,FALSE,6,Summer
1/7/2024,1,cairo general hospital,hospital,cairo,105,aspirin,cardio,171,55,14,7,94,64,FALSE,1,Winter
1/20/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,139,26,11,14,152,0,FALSE,1,Winter
1/31/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,298,70,3,6,22,281,FALSE,1,Winter
6/18/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,195,23,18,11,197,2,FALSE,6,Summer
4/17/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,264,25,15,5,89,168,FALSE,4,Spring
2/9/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,235,34,18,11,198,45,FALSE,2,Winter
5/17/2024,3,giza health center,clinic,giza,105,aspirin,cardio,259,49,15,14,209,48,FALSE,5,Spring
3/9/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,177,73,9,14,125,42,FALSE,3,Spring
4/25/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,137,68,16,10,160,0,FALSE,4,Spring
4/7/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,180,22,17,14,235,0,FALSE,4,Spring
5/4/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,121,42,10,6,60,62,FALSE,5,Spring
6/28/2024,3,giza health center,clinic,giza,105,aspirin,cardio,150,57,2,9,16,140,FALSE,6,Summer
3/2/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,222,51,19,13,247,0,FALSE,3,Spring
5/1/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,266,49,2,2,0,258,FALSE,5,Spring
4/13/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,137,40,20,6,119,12,FALSE,4,Spring
5/15/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,189,47,19,6,112,71,FALSE,5,Spring
4/26/2024,3,giza health center,clinic,giza,106,metformin,diabetes,146,39,10,4,41,105,FALSE,4,Spring
2/19/2024,1,cairo general hospital,hospital,cairo,106,metformin,diabetes,168,27,19,13,253,0,FALSE,2,Winter
2/19/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,121,68,17,5,85,38,FALSE,2,Winter
5/14/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,155,25,8,5,39,105,FALSE,5,Spring
2/15/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,164,18,19,3,58,110,FALSE,2,Winter
1/14/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,298,37,6,11,67,227,FALSE,1,Winter
1/4/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,156,51,17,8,140,16,FALSE,1,Winter
1/14/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,135,81,17,2,34,104,FALSE,1,Winter
5/5/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,48,56,3,3,8,46,FALSE,5,Spring
3/18/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,52,36,5,9,50,6,FALSE,3,Spring
6/1/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,125,69,18,7,123,4,FALSE,6,Summer
3/17/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,230,39,20,10,199,28,FALSE,3,Spring
1/26/2024,1,cairo general hospital,hospital,cairo,105,aspirin,cardio,115,62,8,5,43,79,FALSE,1,Winter
2/10/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,132,31,19,2,39,94,FALSE,2,Winter
4/14/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,239,63,17,5,92,148,FALSE,4,Spring
3/14/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,159,64,16,2,30,121,FALSE,3,Spring
3/8/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,121,47,5,9,45,61,FALSE,3,Spring
2/8/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,146,72,6,2,15,130,FALSE,2,Winter
3/19/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,158,47,5,8,40,122,FALSE,3,Spring
6/28/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,219,80,10,9,92,133,FALSE,6,Summer
4/22/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,51,58,3,7,20,34,FALSE,4,Spring
6/3/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,136,21,4,4,17,120,FALSE,6,Summer
5/30/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,16,66,10,10,98,0,FALSE,5,Spring
4/30/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,276,61,16,5,83,192,FALSE,4,Spring
4/21/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,265,26,17,6,110,157,FALSE,4,Spring
3/23/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,61,74,7,6,44,20,FALSE,3,Spring
5/6/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,162,63,14,14,198,0,FALSE,5,Spring
4/26/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,58,40,10,6,64,0,FALSE,4,Spring
5/11/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,8,61,19,8,146,0,FALSE,5,Spring
2/18/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,274,43,17,11,182,81,FALSE,2,Winter
2/22/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,153,54,6,5,28,111,FALSE,2,Winter
5/4/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,81,22,9,12,106,0,FALSE,5,Spring
5/21/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,17,55,15,2,30,0,FALSE,5,Spring
4/28/2024,2,el amal pharmacy,pharmacy,cairo,101,paracetamol,painkiller,63,59,6,8,50,27,FALSE,4,Spring
5/10/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,141,46,17,8,136,11,FALSE,5,Spring
5/21/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,87,44,8,10,85,3,FALSE,5,Spring
2/4/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,44,36,15,6,90,0,FALSE,2,Winter
1/1/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,151,66,11,14,153,0,FALSE,1,Winter
6/17/2024,5,alex central hospital,hospital,alexandria,105,aspirin,cardio,259,76,6,8,46,207,FALSE,6,Summer
3/29/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,174,54,19,7,131,43,FALSE,3,Spring
2/18/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,128,56,14,4,55,87,FALSE,2,Winter
3/22/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,252,63,14,7,101,150,FALSE,3,Spring
2/8/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,263,23,6,9,57,206,FALSE,2,Winter
1/26/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,235,26,18,8,146,87,FALSE,1,Winter
2/6/2024,1,cairo general hospital,hospital,cairo,106,metformin,diabetes,220,76,6,2,12,210,FALSE,2,Winter
3/27/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,204,62,4,14,55,167,FALSE,3,Spring
5/16/2024,3,giza health center,clinic,giza,106,metformin,diabetes,211,40,18,14,237,0,FALSE,5,Spring
6/7/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,41,36,11,4,46,2,FALSE,6,Summer
4/21/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,66,69,5,8,39,13,FALSE,4,Spring
3/17/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,27,22,12,13,152,0,FALSE,3,Spring
4/1/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,203,46,6,4,17,171,FALSE,4,Spring
5/24/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,94,30,7,2,15,85,FALSE,5,Spring
6/7/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,135,51,20,3,63,72,FALSE,6,Summer
6/12/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,144,49,10,11,111,30,FALSE,6,Summer
3/14/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,283,30,4,8,31,256,FALSE,3,Spring
3/17/2024,3,giza health center,clinic,giza,105,aspirin,cardio,221,63,10,8,82,153,FALSE,3,Spring
4/8/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,257,27,10,7,60,196,FALSE,4,Spring
5/27/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,159,64,11,1,16,152,FALSE,5,Spring
3/11/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,8,57,3,10,32,0,FALSE,3,Spring
3/14/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,134,57,13,4,51,82,FALSE,3,Spring
6/7/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,142,64,6,11,65,72,FALSE,6,Summer
6/14/2024,1,cairo general hospital,hospital,cairo,106,metformin,diabetes,30,38,16,1,22,15,FALSE,6,Summer
2/3/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,53,76,10,6,67,0,FALSE,2,Winter
2/14/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,111,28,19,6,116,0,FALSE,2,Winter
3/10/2024,5,alex central hospital,hospital,alexandria,105,aspirin,cardio,101,36,17,13,222,0,FALSE,3,Spring
3/27/2024,3,giza health center,clinic,giza,106,metformin,diabetes,68,48,4,3,8,63,FALSE,3,Spring
6/21/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,215,74,19,6,117,91,FALSE,6,Summer
1/4/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,142,53,6,8,43,104,FALSE,1,Winter
6/21/2024,3,giza health center,clinic,giza,106,metformin,diabetes,146,58,14,14,195,0,FALSE,6,Summer
1/28/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,126,52,2,9,25,108,FALSE,1,Winter
6/5/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,125,60,4,11,47,79,FALSE,6,Summer
3/18/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,229,26,6,1,4,217,FALSE,3,Spring
5/6/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,67,24,8,9,83,0,FALSE,5,Spring
4/26/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,198,62,19,7,133,66,FALSE,4,Spring
2/9/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,218,62,5,14,71,150,FALSE,2,Winter
4/14/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,156,20,13,4,49,105,FALSE,4,Spring
3/1/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,200,24,13,9,116,77,FALSE,3,Spring
1/16/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,217,35,8,2,10,188,FALSE,1,Winter
6/18/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,117,61,2,1,2,124,FALSE,6,Summer
2/2/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,299,34,4,14,56,242,FALSE,2,Winter
5/30/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,113,72,9,6,57,70,FALSE,5,Spring
1/1/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,148,75,6,3,22,132,FALSE,1,Winter
2/14/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,63,61,2,3,7,59,FALSE,2,Winter
3/1/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,169,19,7,5,35,138,FALSE,3,Spring
4/17/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,268,25,4,8,30,254,FALSE,4,Spring
5/11/2024,4,nasr city pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,65,48,18,5,69,0,FALSE,5,Spring
6/17/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,269,40,16,11,177,102,FALSE,6,Summer
5/2/2024,1,cairo general hospital,hospital,cairo,101,paracetamol,painkiller,224,45,4,8,37,180,FALSE,5,Spring
1/19/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,46,40,6,2,11,46,FALSE,1,Winter
6/8/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,291,66,12,7,85,202,FALSE,6,Summer
3/16/2024,5,alex central hospital,hospital,alexandria,105,aspirin,cardio,246,52,15,2,30,204,FALSE,3,Spring
6/16/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,290,66,8,7,56,238,FALSE,6,Summer
4/15/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,179,72,16,7,112,75,FALSE,4,Spring
1/25/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,169,48,12,11,135,39,FALSE,1,Winter
2/9/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,254,23,5,14,60,202,FALSE,2,Winter
4/20/2024,1,cairo general hospital,hospital,cairo,101,paracetamol,painkiller,62,66,13,13,166,0,FALSE,4,Spring
1/16/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,298,55,12,11,131,171,FALSE,1,Winter
3/31/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,224,74,3,5,12,217,FALSE,3,Spring
3/31/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,65,56,19,4,72,0,FALSE,3,Spring
5/3/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,129,76,5,6,32,91,FALSE,5,Spring
1/30/2024,5,alex central hospital,hospital,alexandria,103,ibuprofen,painkiller,151,58,9,13,119,41,FALSE,1,Winter
6/8/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,295,21,10,1,8,286,FALSE,6,Summer
6/28/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,172,77,12,6,70,95,FALSE,6,Summer
2/6/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,308,61,14,2,25,288,FALSE,2,Winter
6/11/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,25,25,18,4,73,0,FALSE,6,Summer
4/26/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,174,30,12,5,68,122,FALSE,4,Spring
5/25/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,51,77,3,3,5,43,FALSE,5,Spring
1/13/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,49,36,16,11,173,0,FALSE,1,Winter
6/4/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,239,45,11,4,48,206,FALSE,6,Summer
3/29/2024,5,alex central hospital,hospital,alexandria,101,paracetamol,painkiller,225,28,11,11,118,101,FALSE,3,Spring
5/4/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,278,62,11,1,10,273,FALSE,5,Spring
6/2/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,30,20,8,5,40,0,FALSE,6,Summer
3/6/2024,2,el amal pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,155,38,5,1,5,152,FALSE,3,Spring
4/20/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,103,26,13,9,124,0,FALSE,4,Spring
5/8/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,302,72,13,2,25,270,FALSE,5,Spring
1/11/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,235,20,16,2,28,197,FALSE,1,Winter
4/19/2024,3,giza health center,clinic,giza,105,aspirin,cardio,219,66,15,5,73,143,FALSE,4,Spring
1/6/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,173,30,16,14,222,0,FALSE,1,Winter
1/23/2024,6,delta medical center,clinic,mansoura,103,ibuprofen,painkiller,230,73,5,4,23,219,FALSE,1,Winter
4/12/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,274,26,14,14,195,90,FALSE,4,Spring
3/27/2024,3,giza health center,clinic,giza,106,metformin,diabetes,118,42,7,2,13,113,FALSE,3,Spring
1/30/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,283,52,8,13,104,186,FALSE,1,Winter
6/14/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,79,36,5,3,12,69,FALSE,6,Summer
2/14/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,92,69,4,3,10,68,FALSE,2,Winter
4/28/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,295,69,20,8,162,138,FALSE,4,Spring
6/13/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,175,75,12,3,37,133,FALSE,6,Summer
4/30/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,242,60,11,13,146,98,FALSE,4,Spring
1/15/2024,3,giza health center,clinic,giza,105,aspirin,cardio,185,53,4,5,18,165,FALSE,1,Winter
1/10/2024,4,nasr city pharmacy,pharmacy,cairo,104,insulin,diabetes,41,43,11,2,25,23,FALSE,1,Winter
6/6/2024,6,delta medical center,clinic,mansoura,101,paracetamol,painkiller,273,44,16,10,160,106,FALSE,6,Summer
1/11/2024,5,alex central hospital,hospital,alexandria,106,metformin,diabetes,245,78,20,11,218,27,FALSE,1,Winter
6/3/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,257,52,6,1,8,248,FALSE,6,Summer
3/28/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,54,52,7,1,6,40,FALSE,3,Spring
4/22/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,237,53,18,10,175,56,FALSE,4,Spring
4/5/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,158,44,15,13,199,0,FALSE,4,Spring
6/2/2024,3,giza health center,clinic,giza,106,metformin,diabetes,44,69,12,2,26,10,FALSE,6,Summer
5/22/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,207,37,10,13,113,86,FALSE,5,Spring
2/8/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,180,23,20,11,219,0,FALSE,2,Winter
3/20/2024,2,el amal pharmacy,pharmacy,cairo,103,ibuprofen,painkiller,212,28,4,5,24,184,FALSE,3,Spring
6/13/2024,5,alex central hospital,hospital,alexandria,104,insulin,diabetes,181,73,6,11,70,114,FALSE,6,Summer
6/24/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,278,24,15,9,140,154,FALSE,6,Summer
4/2/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,172,30,8,6,50,115,FALSE,4,Spring
2/27/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,75,29,4,5,23,61,FALSE,2,Winter
5/18/2024,1,cairo general hospital,hospital,cairo,105,aspirin,cardio,279,24,12,13,159,115,FALSE,5,Spring
6/1/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,203,29,7,3,20,188,FALSE,6,Summer
2/12/2024,6,delta medical center,clinic,mansoura,105,aspirin,cardio,230,21,15,6,92,145,FALSE,2,Winter
3/1/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,235,58,11,13,146,93,FALSE,3,Spring
2/29/2024,6,delta medical center,clinic,mansoura,104,insulin,diabetes,284,37,11,13,143,133,FALSE,2,Winter
4/4/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,243,49,11,13,144,79,FALSE,4,Spring
5/15/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,222,29,8,13,101,112,FALSE,5,Spring
3/5/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,40,62,17,14,239,0,FALSE,3,Spring
1/27/2024,3,giza health center,clinic,giza,105,aspirin,cardio,267,74,5,5,30,244,FALSE,1,Winter
3/10/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,241,80,18,3,51,183,FALSE,3,Spring
2/26/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,238,77,13,1,12,227,FALSE,2,Winter
4/11/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,269,43,9,7,63,208,FALSE,4,Spring
2/27/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,16,40,5,14,71,0,FALSE,2,Winter
3/26/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,81,29,3,5,17,66,FALSE,3,Spring
2/5/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,247,49,2,2,6,241,FALSE,2,Winter
2/25/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,87,56,17,7,124,0,FALSE,2,Winter
3/1/2024,1,cairo general hospital,hospital,cairo,103,ibuprofen,painkiller,173,26,3,4,16,157,FALSE,3,Spring
6/8/2024,4,nasr city pharmacy,pharmacy,cairo,106,metformin,diabetes,242,24,5,14,75,181,FALSE,6,Summer
5/17/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,12,59,18,10,180,0,FALSE,5,Spring
2/6/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,159,49,2,10,22,134,FALSE,2,Winter
5/26/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,228,30,4,9,39,191,FALSE,5,Spring
5/14/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,289,52,18,9,159,125,FALSE,5,Spring
4/30/2024,1,cairo general hospital,hospital,cairo,104,insulin,diabetes,34,58,14,6,87,0,FALSE,4,Spring
1/5/2024,3,giza health center,clinic,giza,106,metformin,diabetes,196,71,4,6,23,167,FALSE,1,Winter
6/17/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,62,70,20,12,238,0,FALSE,6,Summer
1/12/2024,3,giza health center,clinic,giza,102,amoxicillin,antibiotic,195,55,12,14,173,23,FALSE,1,Winter
6/24/2024,6,delta medical center,clinic,mansoura,102,amoxicillin,antibiotic,254,64,17,11,187,57,FALSE,6,Summer
1/17/2024,2,el amal pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,243,22,11,4,45,206,FALSE,1,Winter
1/11/2024,1,cairo general hospital,hospital,cairo,102,amoxicillin,antibiotic,179,80,11,9,101,71,FALSE,1,Winter
5/1/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,136,21,7,5,40,100,FALSE,5,Spring
6/16/2024,3,giza health center,clinic,giza,101,paracetamol,painkiller,178,35,5,13,62,109,FALSE,6,Summer
4/12/2024,3,giza health center,clinic,giza,104,insulin,diabetes,234,77,14,6,83,147,FALSE,4,Spring
6/26/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,269,42,18,5,92,168,FALSE,6,Summer
4/18/2024,1,cairo general hospital,hospital,cairo,106,metformin,diabetes,50,47,6,9,64,0,FALSE,4,Spring
1/27/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,48,39,11,5,50,0,FALSE,1,Winter
4/19/2024,4,nasr city pharmacy,pharmacy,cairo,105,aspirin,cardio,97,66,16,6,94,0,FALSE,4,Spring
3/31/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,228,37,3,2,7,233,FALSE,3,Spring
4/13/2024,6,delta medical center,clinic,mansoura,106,metformin,diabetes,199,52,7,1,5,183,FALSE,4,Spring
6/22/2024,2,el amal pharmacy,pharmacy,cairo,105,aspirin,cardio,235,22,6,2,10,234,FALSE,6,Summer
4/3/2024,2,el amal pharmacy,pharmacy,cairo,106,metformin,diabetes,186,43,20,1,18,174,FALSE,4,Spring
6/22/2024,5,alex central hospital,hospital,alexandria,102,amoxicillin,antibiotic,238,79,13,6,81,165,FALSE,6,Summer
5/26/2024,4,nasr city pharmacy,pharmacy,cairo,101,paracetamol,painkiller,85,53,13,7,90,0,FALSE,5,Spring
3/12/2024,3,giza health center,clinic,giza,106,metformin,diabetes,138,26,2,12,20,111,FALSE,3,Spring
5/12/2024,2,el amal pharmacy,pharmacy,cairo,104,insulin,diabetes,206,78,19,2,33,177,FALSE,5,Spring
6/29/2024,3,giza health center,clinic,giza,103,ibuprofen,painkiller,246,31,11,12,134,111,FALSE,6,Summer
2/1/2024,4,nasr city pharmacy,pharmacy,cairo,102,amoxicillin,antibiotic,77,74,4,8,34,43,FALSE,2,Winter
